,file_path,matches
9,/Users/andrew/Documents/projects/solana/programs/bpf_loader/src/syscalls/mod.rs,"[{'line_number': 163, 'line_content': 'compute_budget.sha256_base_cost'}, {'line_number': 166, 'line_content': 'compute_budget.sha256_byte_cost'}, {'line_number': 169, 'line_content': 'compute_budget.sha256_max_slices'}, {'line_number': 190, 'line_content': 'compute_budget.sha256_base_cost'}, {'line_number': 193, 'line_content': 'compute_budget.sha256_byte_cost'}, {'line_number': 196, 'line_content': 'compute_budget.sha256_max_slices'}, {'line_number': 217, 'line_content': 'compute_budget.sha256_base_cost'}, {'line_number': 220, 'line_content': 'compute_budget.sha256_byte_cost'}, {'line_number': 223, 'line_content': 'compute_budget.sha256_max_slices'}, {'line_number': 332, 'line_content': 'result.register_function_hashed(*b""sol_sha256"", SyscallHash::vm::<Sha256Hasher>)?;'}, {'line_number': 1541, 'line_content': '.saturating_add(budget.sha256_base_cost)'}, {'line_number': 2521, 'line_content': 'fn test_syscall_sha256() {'}, {'line_number': 2554, 'line_content': '(invoke_context.get_compute_budget().sha256_base_cost'}, {'line_number': 2558, 'line_content': '.sha256_byte_cost'}]"
10,/Users/andrew/Documents/projects/solana/programs/sbf/rust/sha/src/lib.rs,"[{'line_number': 6, 'line_content': 'fn test_sha256_hasher() {'}, {'line_number': 35, 'line_content': 'test_sha256_hasher();'}, {'line_number': 51, 'line_content': 'test_sha256_hasher();'}]"
11,/Users/andrew/Documents/projects/solana/sdk/Cargo.toml,"[{'line_number': 76, 'line_content': 'sha2 = { workspace = true }'}]"
12,/Users/andrew/Documents/projects/solana/sdk/program/Cargo.toml,"[{'line_number': 34, 'line_content': 'sha2 = { workspace = true }'}]"
13,/Users/andrew/Documents/projects/solana/sdk/program/src/hash.rs,"[{'line_number': 10, 'line_content': 'sha2::{Digest, Sha256},'}, {'line_number': 164, 'line_content': 'crate::syscalls::sol_sha256('}]"
14,/Users/andrew/Documents/projects/solana/sdk/program/src/syscalls/definitions.rs,"[{'line_number': 45, 'line_content': 'define_syscall!(fn sol_sha256(vals: *const u8, val_len: u64, hash_result: *mut u8) -> u64);'}]"
15,/Users/andrew/Documents/projects/solana/sdk/src/signer/keypair.rs,"[{'line_number': 252, 'line_content': 'pbkdf2::pbkdf2::<Hmac<sha2::Sha512>>('}]"
16,/Users/andrew/Documents/projects/solana/frozen-abi/Cargo.toml,"[{'line_number': 20, 'line_content': 'sha2 = { workspace = true }'}]"
17,/Users/andrew/Documents/projects/solana/frozen-abi/src/hash.rs,"[{'line_number': 2, 'line_content': 'sha2::{Digest, Sha256},'}, {'line_number': 20, 'line_content': '// At the time of this writing, the sha2 library is stuck on an old version'}]"
18,/Users/andrew/Documents/projects/solana/cargo-registry/Cargo.toml,"[{'line_number': 20, 'line_content': 'sha2 = { workspace = true }'}]"
19,/Users/andrew/Documents/projects/solana/cargo-registry/src/crate_handler.rs,"[{'line_number': 14, 'line_content': 'sha2::{Digest, Sha256},'}]"
0,/Users/andrew/Documents/projects/solana/Cargo.toml,"[{'line_number': 158, 'line_content': 'blake3 = ""1.5.0""'}]"
1,/Users/andrew/Documents/projects/solana/core/src/banking_stage/immutable_deserialized_packet.rs,"[{'line_number': 106, 'line_content': '// This function deserializes packets into transactions, computes the blake3 hash of transaction'}]"
2,/Users/andrew/Documents/projects/solana/runtime/Cargo.toml,"[{'line_number': 17, 'line_content': 'blake3 = { workspace = true }'}]"
3,/Users/andrew/Documents/projects/solana/programs/bpf_loader/src/syscalls/mod.rs,"[{'line_number': 32, 'line_content': 'blake3, bpf_loader, bpf_loader_deprecated, bpf_loader_upgradeable,'}, {'line_number': 37, 'line_content': 'self, blake3_syscall_enabled, curve25519_syscall_enabled,'}, {'line_number': 143, 'line_content': 'pub struct Blake3Hasher(blake3::Hasher);'}, {'line_number': 175, 'line_content': 'type Output = blake3::Hash;'}, {'line_number': 178, 'line_content': 'Blake3Hasher(blake3::Hasher::default())'}, {'line_number': 270, 'line_content': 'let blake3_syscall_enabled = feature_set.is_active(&blake3_syscall_enabled::id());'}, {'line_number': 343, 'line_content': 'blake3_syscall_enabled,'}, {'line_number': 344, 'line_content': '*b""sol_blake3"",'}]"
4,/Users/andrew/Documents/projects/solana/programs/sbf/Cargo.toml,"[{'line_number': 13, 'line_content': 'blake3 = ""1.0.0""'}]"
5,/Users/andrew/Documents/projects/solana/programs/sbf/rust/sha/Cargo.toml,"[{'line_number': 13, 'line_content': 'blake3 = { workspace = true }'}]"
6,/Users/andrew/Documents/projects/solana/programs/sbf/rust/sha/src/lib.rs,"[{'line_number': 22, 'line_content': 'fn test_blake3_hasher() {'}, {'line_number': 23, 'line_content': 'use solana_program::blake3::hashv;'}, {'line_number': 27, 'line_content': 'let hash = blake3::hash(&[v0, v1].concat());'}, {'line_number': 37, 'line_content': 'test_blake3_hasher();'}, {'line_number': 53, 'line_content': 'test_blake3_hasher();'}]"
7,/Users/andrew/Documents/projects/solana/sdk/program/Cargo.toml,"[{'line_number': 16, 'line_content': 'blake3 = { workspace = true, features = [""digest"", ""traits-preview""] }'}]"
8,/Users/andrew/Documents/projects/solana/sdk/program/src/lib.rs,"[{'line_number': 478, 'line_content': 'pub mod blake3;'}]"
9,/Users/andrew/Documents/projects/solana/sdk/program/src/blake3.rs,"[{'line_number': 1, 'line_content': '//! Hashing with the [blake3] hash function.'}, {'line_number': 3, 'line_content': '//! [blake3]: https://github.com/BLAKE3-team/BLAKE3'}, {'line_number': 17, 'line_content': '/// A blake3 hash.'}, {'line_number': 40, 'line_content': 'hasher: blake3::Hasher,'}, {'line_number': 143, 'line_content': 'crate::syscalls::sol_blake3('}]"
10,/Users/andrew/Documents/projects/solana/sdk/program/src/hash.rs,"[{'line_number': 23, 'line_content': '/// a [SHA-256] hash, but may instead contain a [blake3] hash, as created by the'}, {'line_number': 24, 'line_content': '/// [`blake3`] module (and used in [`Message::hash`]).'}, {'line_number': 27, 'line_content': '/// [blake3]: https://github.com/BLAKE3-team/BLAKE3'}, {'line_number': 28, 'line_content': '/// [`blake3`]: crate::blake3'}]"
11,/Users/andrew/Documents/projects/solana/sdk/program/src/message/legacy.rs,"[{'line_number': 470, 'line_content': ""/// Compute the blake3 hash of this transaction's message.""}, {'line_number': 477, 'line_content': '/// Compute the blake3 hash of a raw transaction message.'}, {'line_number': 480, 'line_content': 'use blake3::traits::digest::Digest;'}, {'line_number': 481, 'line_content': 'let mut hasher = blake3::Hasher::new();'}]"
12,/Users/andrew/Documents/projects/solana/sdk/program/src/message/versions/mod.rs,"[{'line_number': 139, 'line_content': ""/// Compute the blake3 hash of this transaction's message""}, {'line_number': 145, 'line_content': '/// Compute the blake3 hash of a raw transaction message'}, {'line_number': 147, 'line_content': 'use blake3::traits::digest::Digest;'}, {'line_number': 148, 'line_content': 'let mut hasher = blake3::Hasher::new();'}]"
13,/Users/andrew/Documents/projects/solana/sdk/program/src/syscalls/definitions.rs,"[{'line_number': 48, 'line_content': 'define_syscall!(fn sol_blake3(vals: *const u8, val_len: u64, hash_result: *mut u8) -> u64);'}]"
14,/Users/andrew/Documents/projects/solana/sdk/src/lib.rs,"[{'line_number': 48, 'line_content': 'account_info, address_lookup_table, alt_bn128, big_mod_exp, blake3, borsh, borsh0_10, borsh0_9,'}]"
15,/Users/andrew/Documents/projects/solana/sdk/src/feature_set.rs,"[{'line_number': 97, 'line_content': 'pub mod blake3_syscall_enabled {'}, {'line_number': 810, 'line_content': '(blake3_syscall_enabled::id(), ""blake3 syscall""),'}]"
16,/Users/andrew/Documents/projects/solana/accounts-db/Cargo.toml,"[{'line_number': 15, 'line_content': 'blake3 = { workspace = true }'}]"
17,/Users/andrew/Documents/projects/solana/accounts-db/src/accounts_hash.rs,"[{'line_number': 1175, 'line_content': 'let hash = blake3::hash(bytemuck::bytes_of(&item.pubkey));'}]"
18,/Users/andrew/Documents/projects/solana/accounts-db/src/accounts_db.rs,"[{'line_number': 76, 'line_content': 'blake3::traits::digest::Digest,'}, {'line_number': 6114, 'line_content': 'let mut hasher = blake3::Hasher::new();'}, {'line_number': 18200, 'line_content': 'let hash = blake3::hash(bytemuck::bytes_of(pubkey));'}]"
0,/Users/andrew/Documents/projects/solana/Cargo.toml,"[{'line_number': 240, 'line_content': 'libsecp256k1 = ""0.6.0""'}]"
1,/Users/andrew/Documents/projects/solana/cost-model/src/block_cost_limits.rs,"[{'line_number': 7, 'line_content': 'compute_budget, ed25519_program, loader_v4, pubkey::Pubkey, secp256k1_program,'}, {'line_number': 27, 'line_content': '/// Number of compute units for one secp256k1 signature verification.'}, {'line_number': 50, 'line_content': '(secp256k1_program::id(), 0),'}]"
2,/Users/andrew/Documents/projects/solana/cost-model/src/cost_tracker.rs,"[{'line_number': 62, 'line_content': 'secp256k1_instruction_signature_count: u64,'}, {'line_number': 84, 'line_content': 'secp256k1_instruction_signature_count: 0,'}, {'line_number': 168, 'line_content': '""secp256k1_instruction_signature_count"",'}, {'line_number': 169, 'line_content': 'self.secp256k1_instruction_signature_count,'}, {'line_number': 242, 'line_content': 'self.secp256k1_instruction_signature_count,'}, {'line_number': 243, 'line_content': 'tx_cost.num_secp256k1_instruction_signatures()'}, {'line_number': 261, 'line_content': 'self.secp256k1_instruction_signature_count = self'}, {'line_number': 262, 'line_content': '.secp256k1_instruction_signature_count'}, {'line_number': 263, 'line_content': '.saturating_sub(tx_cost.num_secp256k1_instruction_signatures());'}]"
3,/Users/andrew/Documents/projects/solana/cost-model/src/transaction_cost.rs,"[{'line_number': 98, 'line_content': 'pub fn num_secp256k1_instruction_signatures(&self) -> u64 {'}, {'line_number': 101, 'line_content': 'Self::Transaction(usage_cost) => usage_cost.num_secp256k1_instruction_signatures,'}, {'line_number': 127, 'line_content': 'pub num_secp256k1_instruction_signatures: u64,'}, {'line_number': 143, 'line_content': 'num_secp256k1_instruction_signatures: 0u64,'}, {'line_number': 164, 'line_content': '&& self.num_secp256k1_instruction_signatures'}, {'line_number': 165, 'line_content': '== other.num_secp256k1_instruction_signatures'}]"
4,/Users/andrew/Documents/projects/solana/cost-model/src/cost_model.rs,"[{'line_number': 59, 'line_content': 'tx_cost.num_secp256k1_instruction_signatures ='}, {'line_number': 60, 'line_content': 'signatures_count_detail.num_secp256k1_instruction_signatures();'}, {'line_number': 68, 'line_content': '.num_secp256k1_instruction_signatures()'}]"
5,/Users/andrew/Documents/projects/solana/core/src/banking_stage/packet_filter.rs,"[{'line_number': 4, 'line_content': 'solana_sdk::{ed25519_program, saturating_add_assign, secp256k1_program},'}, {'line_number': 42, 'line_content': 'if secp256k1_program::check_id(program_id) || ed25519_program::check_id(program_id) {'}]"
6,/Users/andrew/Documents/projects/solana/program-runtime/Cargo.toml,"[{'line_number': 35, 'line_content': 'libsecp256k1 = { workspace = true }'}]"
7,/Users/andrew/Documents/projects/solana/program-runtime/src/compute_budget.rs,"[{'line_number': 56, 'line_content': '/// Number of compute units consumed to call secp256k1_recover'}, {'line_number': 57, 'line_content': 'pub secp256k1_recover_cost: u64,'}, {'line_number': 149, 'line_content': 'secp256k1_recover_cost: 25_000,'}]"
8,/Users/andrew/Documents/projects/solana/program-runtime/src/message_processor.rs,"[{'line_number': 187, 'line_content': 'secp256k1_instruction::new_secp256k1_instruction,'}, {'line_number': 188, 'line_content': 'secp256k1_program,'}, {'line_number': 621, 'line_content': 'let mut secp256k1_account = AccountSharedData::new(1, 0, &native_loader::id());'}, {'line_number': 622, 'line_content': 'secp256k1_account.set_executable(true);'}, {'line_number': 626, 'line_content': '(secp256k1_program::id(), secp256k1_account),'}, {'line_number': 631, 'line_content': '// Since libsecp256k1 is still using the old version of rand, this test'}, {'line_number': 633, 'line_content': '// https://docs.rs/libsecp256k1/latest/src/libsecp256k1/lib.rs.html#430'}, {'line_number': 638, 'line_content': 'let mut ret = [0u8; libsecp256k1::util::SECRET_KEY_SIZE];'}, {'line_number': 640, 'line_content': 'if let Ok(key) = libsecp256k1::SecretKey::parse(&ret) {'}, {'line_number': 647, 'line_content': 'new_secp256k1_instruction(&secret_key, b""hello""),'}]"
9,/Users/andrew/Documents/projects/solana/runtime/Cargo.toml,"[{'line_number': 89, 'line_content': 'libsecp256k1 = { workspace = true }'}]"
10,/Users/andrew/Documents/projects/solana/runtime/src/bank/tests.rs,"[{'line_number': 88, 'line_content': 'secp256k1_program,'}, {'line_number': 9992, 'line_content': '// libsecp256k1'}, {'line_number': 9993, 'line_content': '// Since libsecp256k1 is still using the old version of rand, this test'}, {'line_number': 9995, 'line_content': '// https://docs.rs/libsecp256k1/latest/src/libsecp256k1/lib.rs.html#430'}, {'line_number': 10000, 'line_content': 'let mut ret = [0u8; libsecp256k1::util::SECRET_KEY_SIZE];'}, {'line_number': 10002, 'line_content': 'if let Ok(key) = libsecp256k1::SecretKey::parse(&ret) {'}, {'line_number': 10009, 'line_content': 'solana_sdk::secp256k1_instruction::new_secp256k1_instruction(&secp_privkey, message_arr);'}, {'line_number': 10212, 'line_content': 'fn test_calculate_fee_secp256k1() {'}, {'line_number': 10222, 'line_content': 'program_id: secp256k1_program::id(),'}, {'line_number': 10227, 'line_content': 'program_id: secp256k1_program::id(),'}]"
11,/Users/andrew/Documents/projects/solana/programs/bpf_loader/Cargo.toml,"[{'line_number': 15, 'line_content': 'libsecp256k1 = { workspace = true }'}]"
12,/Users/andrew/Documents/projects/solana/programs/bpf_loader/src/syscalls/mod.rs,"[{'line_number': 51, 'line_content': 'secp256k1_recover::{'}, {'line_number': 338, 'line_content': 'result.register_function_hashed(*b""sol_secp256k1_recover"", SyscallSecp256k1Recover::vm)?;'}, {'line_number': 809, 'line_content': '/// secp256k1_recover'}, {'line_number': 820, 'line_content': 'let cost = invoke_context.get_compute_budget().secp256k1_recover_cost;'}, {'line_number': 835, 'line_content': 'let secp256k1_recover_result = translate_slice_mut::<u8>('}, {'line_number': 842, 'line_content': 'let Ok(message) = libsecp256k1::Message::parse_slice(hash) else {'}, {'line_number': 848, 'line_content': 'let Ok(recovery_id) = libsecp256k1::RecoveryId::parse(adjusted_recover_id_val) else {'}, {'line_number': 851, 'line_content': 'let Ok(signature) = libsecp256k1::Signature::parse_standard_slice(signature) else {'}, {'line_number': 855, 'line_content': 'let public_key = match libsecp256k1::recover(&message, &signature, &recovery_id) {'}, {'line_number': 862, 'line_content': 'secp256k1_recover_result.copy_from_slice(&public_key[1..65]);'}]"
13,/Users/andrew/Documents/projects/solana/programs/sbf/Cargo.toml,"[{'line_number': 18, 'line_content': 'libsecp256k1 = { version = ""0.7.0"", default-features = false }'}, {'line_number': 154, 'line_content': '""rust/secp256k1_recover"",'}]"
14,/Users/andrew/Documents/projects/solana/programs/sbf/build.rs,"[{'line_number': 104, 'line_content': '""secp256k1_recover"",'}]"
15,/Users/andrew/Documents/projects/solana/programs/sbf/rust/secp256k1_recover/Cargo.toml,"[{'line_number': 2, 'line_content': 'name = ""solana-sbf-rust-secp256k1-recover""'}, {'line_number': 3, 'line_content': 'documentation = ""https://docs.rs/solana-sbf-rust-secp256k1-recover""'}, {'line_number': 13, 'line_content': 'libsecp256k1 = { workspace = true }'}]"
16,/Users/andrew/Documents/projects/solana/programs/sbf/rust/secp256k1_recover/src/lib.rs,"[{'line_number': 6, 'line_content': 'custom_heap_default, custom_panic_default, msg, secp256k1_recover::secp256k1_recover,'}, {'line_number': 9, 'line_content': 'fn test_secp256k1_recover() {'}, {'line_number': 32, 'line_content': 'let public_key = secp256k1_recover(&hash[..], recovery_id, &signature[..]).unwrap();'}, {'line_number': 36, 'line_content': '/// secp256k1_recover allows malleable signatures'}, {'line_number': 37, 'line_content': 'fn test_secp256k1_recover_malleability() {'}, {'line_number': 61, 'line_content': 'let signature = libsecp256k1::Signature::parse_standard_slice(&signature_bytes).unwrap();'}, {'line_number': 66, 'line_content': 'let alt_recovery_id = libsecp256k1::RecoveryId::parse(recovery_id ^ 1).unwrap();'}, {'line_number': 72, 'line_content': 'secp256k1_recover(&message_hash.0, recovery_id, &signature_bytes[..]).unwrap();'}, {'line_number': 76, 'line_content': 'secp256k1_recover(&message_hash.0, alt_recovery_id, &alt_signature_bytes[..]).unwrap();'}, {'line_number': 82, 'line_content': 'msg!(""secp256k1_recover"");'}, {'line_number': 84, 'line_content': 'test_secp256k1_recover();'}, {'line_number': 85, 'line_content': 'test_secp256k1_recover_malleability();'}]"
17,/Users/andrew/Documents/projects/solana/programs/sbf/tests/programs.rs,"[{'line_number': 267, 'line_content': '(""secp256k1_recover"", true),'}, {'line_number': 294, 'line_content': '(""solana_sbf_rust_secp256k1_recover"", true),'}, {'line_number': 1368, 'line_content': '(""secp256k1_recover"", 25383),'}, {'line_number': 1389, 'line_content': '(""solana_sbf_rust_secp256k1_recover"", 91185),'}]"
18,/Users/andrew/Documents/projects/solana/sdk/Cargo.toml,"[{'line_number': 34, 'line_content': '""libsecp256k1"",'}, {'line_number': 59, 'line_content': 'libsecp256k1 = { workspace = true, optional = true }'}]"
19,/Users/andrew/Documents/projects/solana/sdk/program/Cargo.toml,"[{'line_number': 60, 'line_content': 'libsecp256k1 = { workspace = true }'}]"
20,/Users/andrew/Documents/projects/solana/sdk/program/src/lib.rs,"[{'line_number': 442, 'line_content': '//! - __secp256k1 Program__: Verifies secp256k1 public key recovery operations.'}, {'line_number': 443, 'line_content': '//!   - ID: [`solana_program::secp256k1_program`]'}, {'line_number': 444, 'line_content': '//!   - Instruction: [`solana_sdk::secp256k1_instruction`](https://docs.rs/solana-sdk/latest/solana_sdk/secp256k1_instruction/index.html)'}, {'line_number': 522, 'line_content': 'pub mod secp256k1_program;'}, {'line_number': 523, 'line_content': 'pub mod secp256k1_recover;'}, {'line_number': 569, 'line_content': 'config, ed25519_program, feature, incinerator, loader_v4, secp256k1_program,'}, {'line_number': 579, 'line_content': 'secp256k1_program::id(),'}]"
21,/Users/andrew/Documents/projects/solana/sdk/program/src/secp256k1_recover.rs,"[{'line_number': 1, 'line_content': '//! Public key recovery from [secp256k1] ECDSA signatures.'}, {'line_number': 3, 'line_content': '//! [secp256k1]: https://en.bitcoin.it/wiki/Secp256k1'}, {'line_number': 9, 'line_content': '//! The [`secp256k1_recover`] syscall allows a secp256k1 public key that has'}, {'line_number': 14, 'line_content': '//! Use cases for `secp256k1_recover` include:'}, {'line_number': 17, 'line_content': '//! - Performing secp256k1 public key recovery generally.'}, {'line_number': 18, 'line_content': '//! - Verifying a single secp256k1 signature.'}, {'line_number': 20, 'line_content': '//! While `secp256k1_recover` can be used to verify secp256k1 signatures, Solana'}, {'line_number': 21, 'line_content': '//! also provides the [secp256k1 program][sp], which is more flexible, has lower CPU'}, {'line_number': 24, 'line_content': '//! [sp]: crate::secp256k1_program'}, {'line_number': 35, 'line_content': '#[error(""The hash provided to a secp256k1_recover is invalid"")]'}, {'line_number': 37, 'line_content': '#[error(""The recovery_id provided to a secp256k1_recover is invalid"")]'}, {'line_number': 39, 'line_content': '#[error(""The signature provided to a secp256k1_recover is invalid"")]'}, {'line_number': 97, 'line_content': '/// Recover the public key from a [secp256k1] ECDSA signature and'}, {'line_number': 100, 'line_content': '/// [secp256k1]: https://en.bitcoin.it/wiki/Secp256k1'}, {'line_number': 126, 'line_content': '/// 64-byte secp256k1 public key. This public key corresponds to the secret key'}, {'line_number': 130, 'line_content': '/// While `secp256k1_recover` can be used to verify secp256k1 signatures by'}, {'line_number': 132, 'line_content': '/// the [secp256k1 program][sp], which is more flexible, has lower CPU cost, and'}, {'line_number': 135, 'line_content': '/// [sp]: crate::secp256k1_program'}, {'line_number': 137, 'line_content': '/// The `secp256k1_recover` syscall is implemented with the [`libsecp256k1`]'}, {'line_number': 140, 'line_content': '/// [`libsecp256k1`]: https://docs.rs/libsecp256k1/latest/libsecp256k1'}, {'line_number': 162, 'line_content': '/// **The solana `secp256k1_recover` function does not prevent signature'}, {'line_number': 163, 'line_content': '/// malleability**. This is in contrast to the Bitcoin secp256k1 library, which'}, {'line_number': 168, 'line_content': '/// To prevent signature malleability, it is common for secp256k1 signature'}, {'line_number': 185, 'line_content': '/// let signature = libsecp256k1::Signature::parse_standard_slice(&signature_bytes)'}, {'line_number': 194, 'line_content': '/// This has the downside that the program must link to the [`libsecp256k1`]'}, {'line_number': 195, 'line_content': '/// crate and parse the signature just for this check. Note that `libsecp256k1`'}, {'line_number': 198, 'line_content': '/// [`libsecp256k1`]: https://docs.rs/libsecp256k1/latest/libsecp256k1'}, {'line_number': 201, 'line_content': '/// prevention in secp256k1, refer to comments in [`secp256k1.h`] in the Bitcoin'}, {'line_number': 202, 'line_content': '/// Core secp256k1 library, the documentation of the [OpenZeppelin `recover`'}, {'line_number': 206, 'line_content': '/// [`secp256k1.h`]: https://github.com/bitcoin-core/secp256k1/blob/44c2452fd387f7ca604ab42d73746e7d3a44d8a2/include/secp256k1.h'}, {'line_number': 248, 'line_content': '/// signature with the `secp256k1_recover` syscall. It has three parts: a Solana'}, {'line_number': 266, 'line_content': '/// The Solana program. Note that it uses `libsecp256k1` version 0.7.0 to parse'}, {'line_number': 267, 'line_content': '/// the secp256k1 signature to prevent malleability.'}, {'line_number': 274, 'line_content': '///     secp256k1_recover::secp256k1_recover,'}, {'line_number': 277, 'line_content': '/// /// The key we expect to sign secp256k1 messages,'}, {'line_number': 278, 'line_content': '/// /// as serialized by `libsecp256k1::PublicKey::serialize`.'}, {'line_number': 291, 'line_content': '/// pub fn process_secp256k1_recover('}, {'line_number': 294, 'line_content': '///     // The secp256k1 recovery operation accepts a cryptographically-hashed'}, {'line_number': 298, 'line_content': '///     // This means that the code calling `secp256k1_recover` must perform the hash'}, {'line_number': 310, 'line_content': '///         let signature = libsecp256k1::Signature::parse_standard_slice(&instruction.signature)'}, {'line_number': 319, 'line_content': '///     let recovered_pubkey = secp256k1_recover('}, {'line_number': 328, 'line_content': '///     // Here we are checking the secp256k1 pubkey against a known authorized pubkey.'}, {'line_number': 360, 'line_content': '/// pub fn demo_secp256k1_recover('}, {'line_number': 362, 'line_content': '///     secp256k1_secret_key: &libsecp256k1::SecretKey,'}, {'line_number': 373, 'line_content': '///     let secp_message = libsecp256k1::Message::parse(&message_hash.0);'}, {'line_number': 374, 'line_content': '///     let (signature, recovery_id) = libsecp256k1::sign(&secp_message, &secp256k1_secret_key);'}, {'line_number': 402, 'line_content': 'pub fn secp256k1_recover('}, {'line_number': 411, 'line_content': 'crate::syscalls::sol_secp256k1_recover('}, {'line_number': 427, 'line_content': 'let message = libsecp256k1::Message::parse_slice(hash)'}, {'line_number': 429, 'line_content': 'let recovery_id = libsecp256k1::RecoveryId::parse(recovery_id)'}, {'line_number': 431, 'line_content': 'let signature = libsecp256k1::Signature::parse_standard_slice(signature)'}, {'line_number': 433, 'line_content': 'let secp256k1_key = libsecp256k1::recover(&message, &signature, &recovery_id)'}, {'line_number': 435, 'line_content': 'Ok(Secp256k1Pubkey::new(&secp256k1_key.serialize()[1..65]))'}]"
22,/Users/andrew/Documents/projects/solana/sdk/program/src/fee_calculator.rs,"[{'line_number': 5, 'line_content': 'crate::{clock::DEFAULT_MS_PER_SLOT, ed25519_program, message::Message, secp256k1_program},'}, {'line_number': 37, 'line_content': 'if (secp256k1_program::check_id(&id) || ed25519_program::check_id(&id))'}, {'line_number': 231, 'line_content': 'fn test_fee_calculator_calculate_fee_secp256k1() {'}, {'line_number': 237, 'line_content': 'program_id: crate::secp256k1_program::id(),'}, {'line_number': 242, 'line_content': 'program_id: crate::secp256k1_program::id(),'}]"
23,/Users/andrew/Documents/projects/solana/sdk/program/src/secp256k1_program.rs,"[{'line_number': 1, 'line_content': '//! The [secp256k1 native program][np].'}, {'line_number': 3, 'line_content': '//! [np]: https://docs.solanalabs.com/runtime/programs#secp256k1-program'}, {'line_number': 5, 'line_content': '//! Constructors for secp256k1 program instructions, and documentation on the'}, {'line_number': 6, 'line_content': ""//! program's usage can be found in [`solana_sdk::secp256k1_instruction`].""}, {'line_number': 8, 'line_content': '//! [`solana_sdk::secp256k1_instruction`]: https://docs.rs/solana-sdk/latest/solana_sdk/secp256k1_instruction/index.html'}]"
24,/Users/andrew/Documents/projects/solana/sdk/program/src/message/sanitized.rs,"[{'line_number': 16, 'line_content': 'secp256k1_program,'}, {'line_number': 370, 'line_content': 'if secp256k1_program::check_id(program_id) {'}, {'line_number': 372, 'line_content': 'transaction_signature_details.num_secp256k1_instruction_signatures ='}, {'line_number': 374, 'line_content': '.num_secp256k1_instruction_signatures'}, {'line_number': 396, 'line_content': 'num_secp256k1_instruction_signatures: u64,'}, {'line_number': 404, 'line_content': '.saturating_add(self.num_secp256k1_instruction_signatures)'}, {'line_number': 413, 'line_content': '/// return the number of secp256k1 instruction signatures'}, {'line_number': 414, 'line_content': 'pub fn num_secp256k1_instruction_signatures(&self) -> u64 {'}, {'line_number': 415, 'line_content': 'self.num_secp256k1_instruction_signatures'}, {'line_number': 624, 'line_content': 'let mock_secp256k1_instr = CompiledInstruction::new(3, &[1u8; 10], vec![]);'}, {'line_number': 635, 'line_content': 'secp256k1_program::id(),'}, {'line_number': 641, 'line_content': 'mock_secp256k1_instr.clone(),'}, {'line_number': 643, 'line_content': 'mock_secp256k1_instr,'}, {'line_number': 651, 'line_content': '// expect 2 secp256k1 instruction signatures - 1 for each mock_secp2561k1_instr'}, {'line_number': 652, 'line_content': 'assert_eq!(2, signature_details.num_secp256k1_instruction_signatures);'}]"
25,/Users/andrew/Documents/projects/solana/sdk/program/src/sysvar/instructions.rs,"[{'line_number': 6, 'line_content': '//! native programs like the [secp256k1] and [ed25519] programs.'}, {'line_number': 9, 'line_content': '//! [secp256k1]: crate::secp256k1_program'}, {'line_number': 26, 'line_content': '//! documentation for [`secp256k1_instruction`] in the `solana-sdk` crate.'}, {'line_number': 28, 'line_content': '//! [`secp256k1_instruction`]: https://docs.rs/solana-sdk/latest/solana_sdk/secp256k1_instruction/index.html'}]"
26,/Users/andrew/Documents/projects/solana/sdk/program/src/syscalls/definitions.rs,"[{'line_number': 47, 'line_content': 'define_syscall!(fn sol_secp256k1_recover(hash: *const u8, recovery_id: u64, signature: *const u8, result: *mut u8) -> u64);'}]"
27,/Users/andrew/Documents/projects/solana/sdk/src/lib.rs,"[{'line_number': 55, 'line_content': 'program_pack, rent, sanitize, sdk_ids, secp256k1_program, secp256k1_recover, serde_varint,'}, {'line_number': 97, 'line_content': 'pub mod secp256k1_instruction;'}]"
